,title,artist,genre,lyric
231,  De La luna 데 라 루나  Feat 고예정           , Llaf  ,록 메탈,"어두운 밤 하늘은 내게 잠든 도시를 밝게 물들여 but 많은 별들 속에 only one 빛나는건 내 마음안에 늘 숨기고 있는 너 회색하늘 힘든 시간 속 무엇도 내게 보이지 않아도 나의 마음속에 only one 딱 너 하나 그거면 충분해 웃을 수 있어 나 아직 전하지 못한 내 진심 더 크게 더 빨리 너에게 한줄기 달빛 내 세상이 온통 분홍빛으로 물들어 너에게 전하고 싶은 말 너는 나의 달빛이라고 다시 또 긴 밤이 찾아와 날 어둠속에 가둬 버린대도 나는 오직 You will be my only one crush 넌 나의 Moon Light 너에게 닿고 싶은 마음 흐린 하늘 속 머물러 있지만 나의 머릿속엔 only one 나 널 찾아 그 어떤 세상도 두렵지 않아 나 아직 전하지 못한 내 진심 더 크게 더 빨리 너에게 한줄기 달빛 내 세상이 온통 분홍빛으로 물들어 너에게 전하고 싶은 말 너는 나의 달빛이라고 다시 또 긴 밤이 찾아와 날 어둠속에 가둬 버린대도 나는 오직 You will be my only one crush 넌 나의 Moon Light 이 맘 너에게 닿지 못한다 해도 하나 기억해줘 한줄기 달빛 내 세상이 온통 분홍빛으로 물들어 너에게 전할수 있는말 내가 너를 좋아한다고 한번더 긴 밤이 찾아와 날 어둠속에 가둬 버린대도 나는 오직 You will be my only one crush 넌 나의 Moon Light 
"
232,  눈물편지          , 박앵두  ,록 메탈,"가질 수 없는 너란걸 알게 되었어 그저 난 네가 좋았던거야 너에 빠져 그걸 몰랐었어 정말야 미안해 오늘도 너의 이름을 부르다 지쳐 잠시 쓰러져 잠이 들었어 꿈에라도 너를 안고 싶어 미안해 어떡해 허나 이제는 알았어 너의 의미를 내가 너의 아픔이란걸 그래 이제는 네 뜻대로 나 살아갈게 눈물나면 어때 울면 되는데 그동안 얼마나 마음고생 많았니 깊은 잠을 자버렸나봐 너무 많이 걸어왔나봐 너 없으면 숨조차도 쉴수 없었어 허나 이제는 알았어 너의 의미를 내가 너의 아픔이란걸 그래 이제는 네 뜻대로 나 살아갈게 눈물나면 어때 울면 되는데 허나 이제는 알았어 너의 의미를 내가 너의 아픔이란걸 그래 이제는 네 뜻대로 나 살아갈게 눈물나면 어때 울면 되는데 나나나나나나 나나나나 나나나나나나 나나나나 
"
233,  이 늦은 시간에도 매미는 운다          , AAirLine  ,록 메탈,"남은 일 중 쉬운 게 없네 하루 절반 자고 일어나서 이유부터 찾기 시작하면 아 밤이구나 아 밤이구나 이거 진짜 큰일 났는데 몸을 일으키는 것조차도 미루고 또 밀어내다 보면 아 밤이구나 아 밤이구나 그러다 마주친 사진 하나가 나를 또다시 예전 모습으로 이 늦은 시간에도 매미는 운다 시끄럽게도 운다 언제일까 게을러진 건 생각 없이 천장만 보다가 청소라도 할까 일어나면 아 밤이구나 아 밤이구나 그러다 마주친 사진 하나가 나를 또다시 예전 모습으로 이 늦은 시간에도 매미는 운다 시끄럽게도 운다 이 감정 얼마 가지 못할 거야 그냥 두면 다시 원점일 거야 궤도를 이탈하는 행성에 힘을 실어주오 힘을 실어주오 이 늦은 시간에도 매미는 운다 시끄럽게도 운다 
"
234,  내가 음악을 안 했다면 지금쯤 뭐 하고 있을까           , 대즈이  Dazz e   ,록 메탈,"그때 말이야 철없을 때 내가 만약 기탈 잡지 않았으면 우리가 만날 수 있었을까 음악을 안 했다면 지금쯤 뭐 하고 있을까 eh oh eh oh 뭐 하고 있을까 야 오랜만이야 잘 지냈어 난 별거 없지 똑같지 사람 사는 게 다 그런 거 아냐 아 그때 말야 야 그때는 내가 좀 철이 없었던 스무살 때 대학 간답시고 우리 돈 모아서 자취방에 편의점 안주 몇 개 사놓고 슈퍼스타 K 보면서 우리도 저 무대에 서고 싶다며 종이컵에 담긴 소주를 원샷 하던 때쯤 그때는 꿈이 컸네 지금은 머리가 커서 추위에 떨며 버스킹 할 필욘 없어도 그때 안 그랬으면 그때는 후회했겠지 그땐 그게 인생의 전부였을 때니깐 야 그거 아냐 나 대학 다녀 여전히 여긴 자퇴와 미래를 고민하는 곳이야 몇 살 어린애들이랑 같이 음악 하니깐 좋네 아 참 여기 베이스 정빈이는 군대 간데 철없을 때 내가 만약 기탈 잡지 않았으면 우리가 만날 수 있었을까 음악을 안 했다면 지금쯤 뭐 하고 있을까 eh oh eh oh 뭐 하고 있을까 때론 치고 박고 싸우다가도 공연이 끝나면 ‘X꺄 고생했다’고 술은 서로가 산 데 둘이 합쳐 3만 원도 없던 놈들이 자존심은 세던 그때가 언제야 가끔 이렇게 보자 바쁜 게 좋은 거지 뭐 연락은 뜸해도 괜찮아 잘 지내는 것 같아 보기 좋네 난 가끔 음악 한 걸 후회 하기도 해 우리가 음악을 안 했다면 뭐 하고 있을까 결혼은 했을까 변변한 직장은 가졌을까 하나 확실한 건 지금보단 덜 행복했을 거야 그때 말이야 철없을 때 내가 만약 기탈 잡지 않았으면 우리가 만날 수 있었을까 음악을 안 했다면 지금쯤 뭐 하고 있을까 eh oh eh oh 뭐 하고 있을까 
"
235,  He Starin  Glamour          , Lakeside Banshees  ,록 메탈,"I got away  And feel so fine  I’m such a bonified hypocrite  And a crucified antagonist  In hazy day  I dressed so nice  I dressed in black and white  and golden colours  Smoke we put  we’re drown in water  Yeah we’re so fortunate  And we’re the alternate  Impersonate the personate  We punch through we resonate  I got away  And feel so fine  I’m such a verified hypocrite  And a bonified anarchist  In corny day  We dressed so nice  We dressed in suit and tie  and shower gown  Then man we’re going down  I got away And feel so fine I’m such a verified hypocrite And a bonified anarchist In corny day We dressed so nice We dressed in suit and tie and shower gown Then man we’re going down 
"
236,  강변북로          , 타쿤  ,록 메탈,"빛이 출렁이듯 나의 시야에서 사라질수록 너와 가까워져 도로 위를 빠르게 너를 향해 달려가 우리 둘만의 시간을 위하여 수많은 다리들을 지나 수많은 불빛들을 지나 빌딩 빛을 받으며 강물 빛을 받으며 니가 있는 곳을 향해 나는 달리네 어지러웠던 지난날 오늘 밤이면 모두 다 널 만난 순간부터 사라져 수많은 다리들을 지나 수많은 불빛들을 지나 수많은 시간들을 지나 나 지금 너의 앞에 서있네 수많은 다리들을 지나 수많은 불빛들을 지나 수많은 시간들을 지나 나 지금 너의 앞에 서있네 
"
237,  너에게       Remaster           ,  DB  원디비   ,록 메탈,"시원한 산들바람 불어오던 날  너를 처음 보고 처음 느낀 감정  아마도 너에게 보이는 붉어져 버린  내 얼굴이 유난히 왜 부끄러웠는지  이게 무슨 일인가  너의 옆에 다가가고 있는  거기 그는 누군가  용기 내어 말을 건네볼 수 없어  매번 반복되는 나의 일인걸  너에게 다가가고 싶고  다시 널 또 떠올리고  그런 넌 날 알지 못해  멀리 서서 바라만 보고  나는 네게 이젠 아니고  이게 정말 마지막이고  이제 난 널 잊을거고  너를 알기 전으로 나 돌아갈게  이게 무슨 일인가  너의 옆에 다가가고 있는  거기 그는 누군가  용기 내어 말을 건네볼 수 없어  매번 반복되는 나의 일인걸  너에게 다가가고 싶고  다시 널 또 떠올리고  그런 넌 날 알지 못해  멀리 서서 바라만 보고  나는 네게 이젠 아니고  이게 정말 마지막이고  이제 난 널 잊을거고  너를 알기 전으로 나 돌아갈게  너에게 다가가고 싶고 다시 널 또 떠올리고 그런 넌 날 알지 못해 멀리 서서 바라만 보고 나는 네게 이젠 아니고 이게 정말 마지막이고 이제 난 널 잊을거고 너를 알기 전으로 나 돌아갈게 
"
238,  그대와 함께  Feat  BULGOGIDISCO           , 이현송  ,록 메탈,"그대여 나의 눈을 봐요 그대의 눈빛 속에 내가 들어갈 수 있도록 이제는 솔직하게 얘길 해봐요 더 이상 숨기지 마요 그대여 두 눈을 감아요 눈을 뜨지 않아도 마음으로 볼 수가 있어 언제나 그대 숨결 느낄 수 있도록 내 곁에 있어요 지금 이대로 지난 오랜 시간 동안 한 번도 말은 안 했지만 그댈 위한 내 마음은 그대로인걸 처음 만난 순간부터 나의 마지막 그날까지 그대만은 나의 마음속에 언제까지나 지난 오랜 시간 동안 한 번도 말은 안 했지만 그댈 위한 내 마음은 그대로인걸 처음 만난 순간부터 나의 마지막 그날까지 그대만은 나의 마음속에 언제까지나 오 오 언제까지나 
"
239,  Sugar breath          , 안지 X 꾸짬마  Angie X Kuzzamma   ,록 메탈,"아무말도 없이 걷네 서늘한 저녁 맞잡은 손에 기대 난 또 떠올려 이 손을 잡고 함께 눈에 담아온 그날의 바다 부서지는 파도들이 나를 더 니가 좋다고 한 노을빛이 나를 더 날 부르는 목소리가 나를 더 네게 빠져 들게 해 Sugar sugar like a sweet 너의 바다에 녹아내려 Sugar sugar like a sweet 너의 바다에 녹아내려 빛바랜 오래된 너의 shirt 내 앞에선 아주 편하게 웃어 넌 니가 없을때 난 조금 가라앉아 니 옷에 코박고 흐읍 숨을 쉬네 Sugar sugar like a sweet 너의 바다에 녹아내려 Sugar sugar like a sweet 너의 바다에서 숨을 쉬어 I wanna be with you always feel together sunset of the ocean Sugar sugar like a sweet 너의 바다에 녹아내려 Sugar sugar like a sweet 너의 바다에서 숨을 쉬어 Sugar sugar like a sweet 너의 바다에 녹아내려 Sugar sugar like a sweet 너의 바다에서 숨을 쉬어 너의 바다에서 숨을 쉬어 
"
240,  밤에 피는 꽃  with 채은           , 김페리  ,록 메탈,"눈부신 햇살은 멈추고 차가운 달이 한숨을 내쉬면 발걸음을 내딛고 사람들 가득했던 거리가 다시 고요해지면 우리 둘의 이야기로 가득해 빛바랜 어제에는 눈물짓던 너의 노래만이 남아 있지만 넌 밤에 피는 꽃 밤에 피는 꽃 같은 곳을 바라보고 같은 꿈을 꾸게 되고 있어 그대가 날 안을 때 불 꺼진 방 안에는 눈물 섞인 우리 이야기가 서성거리다가 밤에 피는 꽃 밤에 피는 꽃 
"
241,  독백          , 이글루베이  igloobay   ,록 메탈,"그대가 나를 사랑하지 않았다는 게 다시금 정말 다행이라는 생각밖에 언젠가 시들어 가는 마음 들췄을 때 서투른 너는 하염없이 먼 곳을 보네 여전히 멈춘 기억은 날 붙들고 숨 쉬지 않는 미움은 꺾어두고 말한다 나 홀로 늘어놓은 말이 네게 닿으면 낯선 어제로 사라져 버릴까요 또 길게 늘어진 침묵이 곧 깨지면 텅 빈 내일로 돌아가게 될까요 우리가 매일 의미 없이 뜻을 나눌 때 당신의 모든 모양을 두 눈에 담았네 새하얀 맘이 온전히 내게 담겼을 때 나는 늘 함께 걸어갈 그 날을 그리네 여전히 멈춘 기억은 날 붙들고 숨 쉬지 않는 미움은 꺾어두고 말한다 나 홀로 늘어놓은 말이 네게 닿으면 낯선 어제로 사라져 버릴까요 또 길게 늘어진 침묵이 곧 깨지면 다시 내일로 돌아가게 될까요 그대가 나를 사랑하지 않았다는 게 다시금 정말 다행이라는 생각밖에 
"
242,  Lonely Life on Earth          , Marcus Way  ,록 메탈,"stars will show you the way in time you will be rescued yes i'm recalling what you said but why don't they come i knew it won't be that easy but look this is too hard not sure i could stand humans are so creepy they judge me on their way like it's just daily game lonely life on earth lonely life on earth they come close i run away lonely life on earth I'd return to dirt on earth eh Wait For some kind of sign I need A reason to stay here Who knows What happens when we go Somewhere else far away in time find a resolution I'd like to hear my name not sure where i stand knowing how i'm different the tunnel may be dark but light will come for me lonely life on earth lonely life on earth they come close i run away lonely life on earth I'll return to dirt on earth eh stars will show you the way in time you will be rescued yes i'm recalling what you said but why don't you come 
"
243,  나랑 같이 놀자           , JISOKURY  ,록 메탈,"놀이가 그다지 별로니 나 나름 슴슴히 좋다고 꿈은 꿨어 그냥 솔직히 말해도 돼 아 물론 반 토막 난 심정만 말이야 손 씻고 정리하려는 너의 등을 눈으로 긁어 무거운 걸음이 가령 짓궂은 동정이라도 흠뻑 좋아 나랑 같이 놀자 내일 말고 열을 세고 잡아 해는 아무도 켜지마 나랑 같이 놀자 소란스레 잡힐 테니 잡아 조금만 주목을 건네줘 음악이 없어도 춤을 춰 간절히 아꼈던 재킷도 입고 왔어 혹여 비슷한 마음일까 어서 내 표정을 마셨으면 해 귀 닫고 주저앉은 너의 눈을 눈으로 긁어 한숨을 쉬어도 눈치 없는 나잖아 그냥 내 손 잡고 따라와서 나랑 같이 놀자 내일 말고 열을 세고 잡아 해는 아무도 켜지마 나랑 같이 놀자 소란스레 잡힐 테니 잡아 조금만 주목을 건네줘 
"
244,  무모한 춤          , 박청비  ,록 메탈,"만약 따위 없는 어떤 역사 속에 두 번째로 너를 만난 순간의 그 찰나의 이야기야 이미 해가 떴어 늦은 밤이 왔어 달을 놓지 말고 차가워진 나를 죽이고 가자 어째서 그들과는 공존을 해야 할까 알 수 없는 세상과 춤을 추자 다신 잡을 수 없는 허리춤 두 번 꿈꿀 수 없는 입맞춤 홀로 흥에 겨웠던 어깨춤 같이 추지 않을래 무모한 춤 잡은 손을 뿌리쳐 열린 문을 닫고서 나만의 세상에서 혼자 춤을 추자 다신 잡을 수 없는 허리춤 두 번 꿈꿀 수 없는 입맞춤 홀로 흥에 겨웠던 어깨춤 같이 추지 않을래 무모한 춤 되돌아볼 수 없는 사교춤 그저 지나쳐버린 눈 맞춤 정말 꿈꿀 수 없는 입맞춤 나만이 출수 있는 무모한 춤 
"
