,title,artist,genre,lyric
359,  Mr Love          , 더 보울스  The Bowls   ,록 메탈,"When I was in trouble I always tried to hide Spitting out bad Words Thoughtless Thoughtless But now I have changed I have been trying so hard When I’m Ready to show you New and Different Me But you were already gone and the world changed too fast Where are you Where am I Let us know Mr.Love Where are you Where am I Let us know Mr.Love Where are you Where am I Let us know Mr.Love Where are you Where am I Let us know Mr.Love When i was in trouble I always tried to hide Missing out loved things Careless Careless But now I have changed I have been trying so hard Where are you Where am I Let us know Mr.Love Where are you Where am I Let us know Mr.Love Where are you Where am I Let us know Mr.Love Where are you Where am I Let us know Mr.Love If you are there please don’t get out of my sight Let me be sick again Let me be in Love Let me be in Love Mr. Love Mr. Love Mr. Love Mr. Love Mr. Love Mr. Love Mr. Love Mr. Love Mr. Love 
"
360,  우리는 빛으로          , 이글루  igloo   ,록 메탈,"우리 빛으로 나아아와 풀밭을 뛰어놀자 아아아아 우연이라도 다 아아아아 서로를 마주하자 아아아아 아무것도 해줄 것도 하나 없는 우리끼리 느지막이 까마득히 기다리는 지금처럼 아무것도 해줄 것도 하나 없는 우리끼리 느지막이 까마득히 기다리는 지금처럼 우리 빈 병을 쥐고서는 꽃밭에 갇혀보자 아아아아 우리 뾰족한 기억들을 발끝에 얹어놓자 아아아아 헤아릴 것도 지킬 것도 하나 없는 우리끼리 버릴 것도 주울 것도 하나 없는 말들처럼 헤아릴 것도 지킬 것도 하나 없는 우리끼리 버릴 것도 주울 것도 하나 없는 말들처럼 나는 아직도 그 시절에 멈추어있다고 나는 아직도 그 계절을 잊지 못한다고 나는 아직도 늘 우리가 날것만 같다고 나는 아직도 그 노래를 부르고 있다고 나는 아직도 그 시절에 멈추어있다고 나는 아직도 그 계절을 잊지 못한다고 나는 아직도 늘 우리가 날것만 같다고 나는 아직도 그 노래를 부르고 있다고 
"
361,  Pray To The Moon   p m           , 밴드민하  ,록 메탈,"오늘은 울지 않길 내일은 웃음 짓길 Pray to the moon Yes I pray to the moon 하루가 힘겹도록 그렇게 멀어져도 Pray to the moon Yes I pray to the moon 모든 사람 들이 힘들다해도 나의 널위해 밤하늘 별이되어 비춰줄게 나와 함께 걷는 널 위해 이 노래를 부를게 지쳐있지 않길 기도해 너의 달이 되줄게 차가운 너의 손이 따뜻해지길 바래 Pray to the moon Yes I pray to the moon 가시 돋힌 그 말에 상처를 입지 않길 Pray to the moon Yes I pray to the moon 모든 사람들이 널 미워해도 나의 널위해 밤하늘 별이되어 비춰줄게 나와 함께 걷는 널 위해 이 노래를 부를게 지쳐있지 않길 기도해 너의 달이 되줄게 Pray I pray I to the moon Pray I to the moon Pray I pray I to the moon Pray I to the moon Pray I pray I to the moon Pray I to the moon Pray I pray I to the moon Pray I to the moon 
"
362,  당신의 사랑이 늘 행복하기를          , BrokenTeeth  ,록 메탈,"내가 했던 그 모든 말들 중에서 거짓된 말은 그중 하나 없다고 너를 보낼 수 있어 행복하단 말 그건 정말로 마음속에서 나온 진심이었어 이제 넌 남에게 가네 언젠가에 내게 말했던 그날이 올 줄은 몰랐지만 훌쩍 다가와 버린 날들을 못본체하며 볕이 지고 바라본 이 꿈결은 조금씩은 발에 채게 아려오지만 흔해빠진 말들처럼 가벼운 그리고 또 누구보다 무거운 말들을 언젠가에 내게 말했던 그날이 올 줄은 몰랐지만 성큼 다가와 버린 날들을 못 본 체하며 볕이 지고 바라본 이 꿈결은 조금씩은 발에 채게 아려오지만 흔해빠진 말들처럼 가벼운 그리고 또 누구보다 무거운 말들을 꺼져버린 불빛이 늘 비추는 마음속의 자국들이 아려오지만 흔해빠진 말들처럼 가벼운 그리고 또 무엇보다 무거운 말들을 이 세상이 무너지지 않는다면 언젠가는 꿈에서 만날 수 있길 이 세상이 무너지지 않는다면 언젠가는 꿈에서 만날 수 있길 
"
363,  I m fine          , 산하온  ,록 메탈,"어느새 희미해져 버린  내가 가려 했던 목적지  타인의 소음으로 희미해져  보이지가 않는데  뒤에선 빨리 가라  재촉하는 사람들의 아우성  난 또 익숙한 듯 익숙하지 않은  새벽길을 혼자 터벅터벅 걸어가지  나는 혼자지만 im fine  저기에 깜빡거리는  가로등 하나 나를 밝히고  뭔가에 홀린 듯 비틀대며  걸어가지만 잡히지 않는 걸  내 안에서 빨리 가라  재촉하는 나 자신의 아우성  난 또 익숙한 듯 익숙하지 않은  새벽길을 혼자 터벅터벅 걸어가지  나는 혼자지만 im fine  이제 여기 나는 없어  이제 내 모습이 없어  이제 나는 여기 없어  이제 없어 내 모습은  이제 여기 나는 없어  이제 내 모습이 없어  이제 나는 여기 없어  이제 없어 내 모습은  내 안에서 빨리 가라 재촉하는  내 자신의 비명이  나를 익숙한 듯 익숙하지 않은  새벽길로 혼자  터벅터벅 걸어가게 하지  나는 혼자지만 fine  나를 익숙한 듯 익숙하지 않은  새벽길로 혼자  터벅터벅 걸어가게 하지  나는 혼자지만 fine  나를 익숙한 듯 익숙하지 않은 새벽길로 혼자 터벅터벅 걸어가게 하지 나는 혼자지만 fine 
"
364,  눈이 부시도록 너를 비춰줄게          , 배기성  ,록 메탈,"달려가 너를 위해서 내 삶이 바뀐다 해도 네가 있어 나는 웃을 수 있어 꿈처럼 네게로 갈게 다쳐도 후회는 없어 눈이 부시도록 너를 비춰줄게 이세상 끝까지 지친 하루 끝에 멈춰진 걸음 구겨진 우리의 꿈들은 희미해져 가 험한 길이라 해도 난 포기 못했어 우리가 했었던 약속 환한 너의 미소 잊어버리면 안돼 달려가 너를 위해서 내 삶이 바뀐다 해도 네가 있어 나는 웃을 수 있어 꿈처럼 네게로 갈게 다쳐도 후회는 없어 눈이 부시도록 너를 비춰줄게 이세상 끝까지 무너진 기억들로 세상을 미워했어 아무 희망 없던 날들 견뎌 낼 수 있는 힘을 내게 준거야 차가운 바람 불어와도 더 피하지는 않겠어 하늘 높이 날아올라 또 다시 일어설 거야 달려가 너를 위해서 내 삶이 바뀐다 해도 네가 있어 나는 웃을 수 있어 꿈처럼 네게로 갈게 다쳐도 후회는 없어 눈이 부시도록 너를 비춰줄게 이세상 끝까지 
"
365,  해야          , Part Of CITYzen  ,록 메탈,"때론 이 밤은 너무 짧어  긴긴 일상이 지나고  우린 함께 시간도  얼마 없어 여행을 가자고  네 눈과 닮은 이 곳  그 안에 이는 바람  맑게 깨지는 파도 선명한 기억 들만  네 눈과 닮은 이 곳  서늘히 다가온 밤  나와 함께 서는 오늘  우린 모두 가진 듯해  해야 해야 조금만 늦게 떠줘  해야 해야 조금만 뒤에 떠줘  사실은 특별하지않은 이 곳  꽤 먼길을 떠났어도  우리 만들 추억 그게 빛나는 거겠지  지루한 일상을 버틸만큼  네 눈과 닮은 이 곳  그 안에 이는 바람  맑게 깨지는 파도 선명한 기억 들만  네 눈과 닮은 이 곳  서늘히 다가온 밤  나와 함께 서는 오늘  우린 모두 가진 듯해  해야 해야 조금만 늦게 떠줘  해야 해야 조금만 뒤에 떠줘  해야 해야 조금만 늦게 떠줘  해야 해야 조금만 뒤에 떠줘  
"
366,  절름발이          , 이녁  ,록 메탈,"거침없이 달려가네 너 나 할 것 없이 두 발을 구르네 선착순인 삶들이라 나도 별 일 없이 두 발을 구르다 와다다닥 가랑이가 찢어졌네 쩔쩔매서 노력을 해 나은 수저나 한 벌 사드리고 파 어느 곳이던 삐댈 맘으로 뭐든 할 수 있다고 다짐했건만 어이쿠야 쉽지 않다 I will do what I want 한 걸음씩 꾸준하게 The way walking by myself 오늘도 쉴 수 없는 절름발이 I will do what I want 한 걸음씩 꾸준하게 The way walking by myself 오늘도 쉴 수 없는 절름발이 
"
367,  Fade Away  feat  R min           , 윌리K  ,록 메탈,"흐릿해져만 가는 잿빛 도시 속에 난 뭘 찾는지 꺼져가는 불빛 속에 너의 모습도 멀리 바람처럼 사라져가 어둠 속에 같혀버린 너와 나의 기억마저 몽롱한 의식속에 희미해져만 가 fade away 오늘도 난 지독한 아침을 맞아 눈을 떠보지만 차라리 다시 만날 그날 올때까지 난 깨어나고 싶지않아 몇 번을 외쳐봐도 아무 대답 없는 네가 연기 처럼 흩어져 잡을 수도 없어 깨진 거울 속에 비친 수많은 세상 속에 내게 허락된 내일은 어디인가 Tell me the way 술에 취해 흔들리는 붉은 현실 속에 쓰러져 재가 되어 사라지고 싶지 않아 몇 번을 외쳐봐도 아무 대답 없는 네가 연기 처럼 흩어져 잡을 수도 없어 어둠 속에 같혀버린 너와 나의 기억마저 몽롱한 의식속에 희미해져만 가 fade away 
"
368,  다육이가 되어줄래           , 피싱걸스  ,록 메탈,"남들보다 오늘은 좀 더 깨 있을 거야 내일이 오늘의 나보다 멋있을 거야 괜찮나요 많이 힘들었죠 모든 게 나아질 거예요 비 온 뒤에 이 땅은 더 단단해질 거야 눈물 뒤에 내 마음은 폭신해질 거야 답답한가요 많이 속상했죠 자 속이 뻥 뚫릴 거예요 조금 힘들고 지쳐도 저기 꼭 큰 한방이 있을 거야 때론 지나치게 너무 열심히 사는 것 같아 보이면 좀 어때 온 힘을 다해 달려야 하는 순간은 바로 지금이야 조금 숨 막히는 이 일상 속에 내 다육이가 되어줄래 비 온 뒤에 이 땅은 더 단단해질 거야 눈물 뒤에 내 마음은 폭신해질 거야 답답한가요 많이 속상했죠 자 속이 뻥 뚫릴 거예요 많이 힘들고 지쳐도 이젠 꼭 좋은 일만 있을 거야 기회가 오면 꽉 잡을 수 있는 만반의 준비가 내겐 되어 있어 온 힘을 다해 외쳐야 하는 순간은 바로 지금이야 조금 숨 막히는 이 일상 속에 내 다육이가 되어줄래 너무 힘들고 지쳐도 이겨낼 힘이 우리에겐 있어 때론 지나치게 너무 열심히 애쓰는 것처럼 보이면 또 어때 온 힘을 다해 지켜야 하는 것들은 바로 옆에 있어 조금 숨 막히는 이 일상 속에 내 스투키가 되어줄래 산세베리아가 되어줄래 고무 고무나무가 되어줄래 
"
369,  구호물품 pt            , OVerdrive Philosophy  ,록 메탈,"어둠만이 미련만이 어차피 다 그런 거야 라는 말은 듣지 않아 아무 일도 없던 거야 라는 말은 옳지 않아 절대 안 된다고 하던 사람들이 결국 맞다는 걸 알게 되고 계속 머릿 속에 남은 믿음들이 나를 비참하게 만든 후에 어둠만이 미련만이 절대 될 거라고 하던 사람들에 속아 버텨왔던 나날들이 계속 머릿 속에 남아 미칠듯이 나를 비참하게 만든 후에 될 거라던 사람들에 속아 버텨왔던 나날들이 머릿 속에 미칠듯이 나를 비참하게 만든 후에 오직 오직 오직 어둠만이 아직 아직 아직 미련만이 오직 오직 오직 오직 아직 아직 아직 아직 그저 난 모두 자유롭길 모두 행복하길 그저 바란 건데 내게 겨우 남은 건 고통과 절망 미련과 후회 어둠만 
"
370,  나의 길          , 프리한  ,록 메탈,"오늘은 별일 없나요 어제처럼 힘들었나요 사는 게 다 그렇고 그렇다지만 그려왔던 우리의 행복은 항상 여기 있으니 괜찮아요 누군가 말을 했었죠 이 길을 걷다가 보면 그 끝엔 행복이 기다릴 거라고 그려왔던 우리의 행복은 항상 여기 있으니 괜찮아요 난 이대로 또 이렇게 혹시 길을 잃는대도 크게 한번 웃어볼래 그러면 괜찮을 거야 I'm on my way I'm on the way 난 이대로 늘 그렇게 나의 길을 걸어갈 거야 무심코 지나쳐왔던 어제처럼 평범한 날도 우리가 놓쳤던 행복이었단 걸 꿈꿔왔던 우리의 행복은 항상 여기 있단 걸 잊지 마요 난 이대로 또 이렇게 혹시 길을 잃는대도 크게 한번 웃어볼래 그러면 괜찮을 거야 I'm on my way I'm on the way 난 이대로 늘 그렇게 나의 길을 걸어갈 거야 난 이대로 또 이렇게 혹시 길을 잃는대도 크게 한번 웃어볼래 그러면 괜찮을 거야 I'm on my way I'm on the way 난 이대로 늘 그렇게 나의 길을 걸어갈 거야 
"
371,  drink a beer          , 매그놀리아  ,록 메탈,"차키는 집에 두고 오는거야 오늘 들어가려는 생각 마 내 뒤에 붙어 눈 돌리지마 출발한다 꽉 잡아라 머리끈은 푸는 게 Party rule 니 맘에 쏙 드는걸로 Choose your fit 세상에 그게 무슨 꼴이니 시작한다 꽉 잡아라 아무리 니가 소리쳐도 지나간다 아무도 없는 오늘밤엔 달리자 Hey give me drink a beer 내가 충분히 취할 수 있게 Hey give me drink a beer 세상이 나를 버릴때까지 Hey more more drink a beer 내가 충분히 취할 수 있게 Hey much more drink a beer 저멀리 떨어져봐 보이지 않게 한잔 두잔 쓸려 넘어간다 오늘 들어가려는 생각마 니가 아무리 노력해봐도 니 다리가 너 싫단다 아무리 니가 사랑해도 떠나간다 아무도 없는 오늘밤엔 달리자 Hey give me shot of Rums 내가 충분히 취할 수 있게 Hey give a lot of rums 세상이 나를 버릴때까지 Hey give me shot of Jack 내가 충분히 취할 수 있게 Hey give a lot of Jack 저멀리 떨어져봐 보이지 않게 알코올은 발암물질로 지나친 음주는 간암 위암 등을 일으키고 뇌졸중 기억력 손상이나 치매를 유발합니다 임신 중 음주는 태아의 기형이나 유산을 유발하고 청소년의 음주는 성장과 뇌 발달을 저해합니다 다들 그렇게 숨만 삼켜간다 어차피 인생 한번 사는 거 고민 한잔 원샷 때리고 즐겨보자 이 사람아 Hey give me drink a beer 내가 충분히 취할 수 있게 Hey give me drink a beer 세상이 나를 버릴때까지 Hey more more drink a beer 내가 충분히 잊을 수 있게 Hey much more drink a beer 저멀리 떨어져봐 보이지 않게 Hey give a lot of Gin 내가 충분히 취할 수 있게 Hey give a lot of Rums 무서울게 뭐 있어 걱정하지마 Hey give me drink a beer 내가 충분히 취할 수 있게 Hey give me drink a beer 세상이 나를 버릴때까지 
"
372,  edge of             , vusglacks  ,록 메탈,"다시 거짓말처럼 널 찾아 이 까만 밤중에 오고갈곳 하나 없이 박혀 이 좁은 방안에 너는 잘 지내지 나 없이도 그 일 이후에 나는 말라비틀어진 나무같이 쓸쓸해 시간은 흐르지만 내 시곈 제자리 stuck in the loop 이제는 꿈이 편한지 누워만 있지 12월인게 벌써 나만 놀란 일 하얗게 덮여버린 기억엔 곰팡이 even if I die today I will send this msg 멋있는 척 하며 문 담배는 결국 재떨이에 지난 일로 후회하고 시체를 위해 살아온 내 인생에는 없지 피날레 기억을 지운대도 괜찮아 너와 만든 미소마저 잃는다 한들 돌아갈 집조차 없는 나 방황하는 내년엔 스물다섯 
"
373,  마침표          , 유다빈밴드  ,록 메탈,"감출 수 없는 무력감에 우린 더 잃을 수 없는 밑으로 마침내 난 이 공허를 해결할 수 있는 정답을 찾았다고 생각해 마침내 그리운 마음을 미처 달랠 수는 없을 거야 그런 나를 용서하는 방법도 없을 거야 어떤 날은 어색한 내가 익숙해져 괜찮은 날이라 생각했지 긴 밤 속에 어떤 마음도 잠들 노랫말이 나를 스치고 흘러갈 때면 마침내 그리운 마음을 미처 달랠 수는 없을 거야 그런 나를 용서하는 방법도 없을 거야 그리운 마음을 미처 달랠 수는 없을 거야 그런 나를 용서하는 방법도 없을 거야 그래도 나 하고 싶은 말이 있어 꼭 전해줄 할 말이 있는 걸 미안해 어쩌면 마지막이 될까 봐 할 수 없던 미련한 인사 
"
374,  아무것도 못하는 하루          , 안선랑  ,록 메탈,"한번만 더 날 안아줄래 다시 한번 날 불러줄래 나를 깨우는 저 아침처럼 내곁에서 스쳐오는 겨울바람이 나의 코끝에 쉬어갈때즘 너의 향기가 내마음에 찾아와 날채우네 저기 아쉬움에 비친 달빛 꼬리들이 나의 마음을 찌르는데 나의 손끝은 너의 번호를 누르다 못해 가로등처럼 멍하니 있는데 사랑의 끝은 이별의 시작 우리를 기다리고 있는건 서로를 향한 망설임 속에 아무것도 못하는 하루 저먼곳의 바닷바람이 파도위에서 쉬어갈때즘 너와 함께한 불꽃놀이 생각이나 저기 아쉬움에 비친 우리 추억들이 나의 마음을 찌르는데 나의 손끝은 너의 번호를 누르다 못해 가로등처럼 멍하니 있는데 사랑의 끝은 이별의 시작 우리를 기다리고 있는건 서로를 향한 망설임 속에 아무것도 못하는 하루 이제 나의 품에 안겨줘 다시 시작할수 있도록 사랑의 끝은 이별의 시작 우리를 기다리고 있는건 서로를 향한 망설임 속에 아무것도 못하는 하루 
"
375,  옥탑방에서          , 최돈명  ,록 메탈,"화려한 불빛들이 나를 비출 때면 조명을 칭칭 감아 가려지게 해 철없는 눈빛마저 나를 녹일 때면 숨죽이고 그림자에 스며들었네 기나긴 겨울밤이 지나도 나는 아직 너무 추워요 이젠 누구라도 좋으니 날 일으켜주면 좋겠어 끝내 여름밤이 온대도 쉽게 잠에 들 수 없겠죠 홀로 아쉬움에 물든 이 밤 이 옥탑방에서 화려한 불빛들이 나를 비출 때면 조명을 칭칭 감아 가려지게 해 철없는 눈빛마저 나를 녹일 때면 숨죽이고 그림자에 스며들어 내 작은 불꽃들은 아직 너무 옅어서 아무도 모르게 고요하게 맘속에 움켜쥐고 차가운 조명보다 뜨거워질 수 있게 흔들리는 바람에 춤추고 있네 기나긴 겨울밤이 지나도 나는 아직 너무 추워요 이젠 누구라도 좋으니 날 일으켜주면 좋겠어 끝내 여름밤이 온대도 쉽게 잠에 들 수 없겠죠 홀로 아쉬움에 물든 이 밤 기나긴 겨울밤이 지나고 이제 다시 봄이 오겠죠 이젠 누구라도 좋으니 날 일으켜주면 좋겠어 끝내 여름밤이 온대도 쉽게 잠에 들 수 없으니까 한 걸음씩 나가볼래 이 옥탑방에서 
"
376,  빛이 되어줘          , YUNI  ,록 메탈,"세상이 어두워 나를 볼 수 없어 짙은 그림자가 내두눈을 가려 내가 나를 가둬 내가 나를 숨겨 나는 짙은 그림자가 되어 있어 아파도 아픔을 모른채 사는게 슬퍼도 슬픔을 모른척 하는게 이렇게 힘들줄 몰랐어 나 더이상 견딜 수 없어 밝은 빛이 되고 싶어 누구보다 예쁘게 빛날 수 있는데 겁이 많아서 많은 시간이 필요 하겠지만 이렇게라도 달라질 수 있다면 용기내어 걸어 갈게 세상이 두려워 볼 수 조차 없게 짙은 안개에 숨을 쉴 수 없어 아파도 아픔을 모른채 사는게 슬퍼도 슬픔을 모른척 하는게 이렇게 힘들줄 몰랐어 나 더이상 견딜 수 없어 밝은 빛이 되고 싶어 누구보다 예쁘게 빛날 수 있는데 겁이 많아서 많은 시간이 필요 하겠지만 아 이렇게라도 달라 질 수 있다면 나 용기내어 걸어가볼게 밝은 빛이 되고 싶어 누구보다 예쁘게 빛날 수 있는데 겁이 많아서 많은 시간이 필요 하겠지만 이렇게라도 달라 질 수 있다면 용기내어 걸어갈게 이렇게라도 달라질 수 있다면 용기내어 걸어갈게 
"
377,  Satellite          , 수지  ,록 메탈,"Why’d you go that far? You knew I was coming. How could you go away? You know what I wish for.  I spin around you just like a satellite. I spin around you just like a satellite.  I’m a satellite. 너를 맴돌아. I’m a satellite. 닿을 수 없어. I’m a satellite. I’m a satellite. I’m a satellite of you.   I just wanna say I’ll be there where you are Even if I cry every night and day. It’s not not not not okay But I don’t wanna wanna blame ya. I just wanna find the way I want to where you are. It’s not not not I just wanna wanna blame you (not.) I just wanna blame you (not.)  Why’d you go that far? You knew I was coming. How could you go away? You know what I wish for.  I spin around you just like a satellite. I spin around you just like a satellite.  I break down and fall Till you come back. I lose my stare Till I see you.  I’m a satellite. I’m a satellite. I’m a satellite of you.   I’m always around you. I shine over you. I’m a satellite and I can never reach you.  I’m always around you. I shine over you. I’m a satellite and I can never reach you.  Why’d you go that far? You knew I was coming. How could you go away? You know what I wish for.  I spin around you just like a satellite. I spin around you just like a satellite.
					"
378,  Stars          , 함병선   z   ,록 메탈,"분명 네 얼굴이 보였었지 깜깜한 밤이었는데 말이야 그건 나의 착각일까 Do you still believe in love 우린 알 수 없는 미래였고 얼음 같은 날도 녹였었죠 그건 정말 나였을까 I guess I still dream of love 그대 눈동자가 빛나고 온 하늘에 가득 찰 때면 멀리 날아갈 수 있죠 거짓말이 아니에요 Can you feel it Like we’re flying in the sky 숨이 차올라도 자꾸 웃음이 나와 Are you dreaming 그때의 우리처럼 밤이 깊어가네요 손을 잡아요 분명 내 얼굴이 보였었지 깜깜한 밤이었는데 말이야 못 본 척은 하지 마요 Do you still believe in love 가끔은 어지러워 길을 헤매기도 해 Oh no 시간 없어 그냥 사랑할까 봐 그대 눈동자가 빛나고 온 하늘에 가득 찰 때면 멀리 날아갈 수 있죠 거짓말이 아니에요 Can you feel it Like we’re flying in the sky 숨이 차올라도 자꾸 웃음이 나와 Are you dreaming 그때의 우리처럼 밤이 깊어가네요 손을 잡아요 Can you feel it Like we’re flying in the sky 숨이 차올라도 자꾸 웃음이 나와 Are you dreaming 그때의 우리처럼 
"
379,               , 젬마  GEMma   ,록 메탈,"널 잠시 원했던 건 맞아 변한 이 맘에 넌 없는 거 같아 난 이미 멀리에 있는데 넌 아직 거기에 난 원했고 갖게 됐어 그게 너였던 게 다 뻔했고 난 변했어 너무도 당연하게 봐 넌 지나간 영원함이란 집착에 떠나간 나에게로 다시 또 찾아오잖아 더 짠하게 나쁜 건 너가 다 해 잠시라도 널 원했던 내가 원래 이랬어 나 안 착해 사실이 뻔해질수록 너가 계속 무너져도 넌 짠하게 나쁜 건 너가 다 해 깊게 생각하지 않는 게 어쩌면 마음 편해 너와 함께일 때 만큼은 나도 솔직했었던 거 알잖아 너의 밤이 외로워져도 지나간 날 찾지 마 난 원했고 갖게 됐어 그게 너였던 게 다 뻔했고 난 변했어 너무도 당연하게 봐 넌 지나간 영원함이란 집착에 떠나간 나에게로 다시 또 찾아오잖아 더 짠하게 나쁜 건 너가 다 해 잠시라도 널 원했던 내가 원래 이랬어 나 안 착해 사실이 뻔해질수록 너가 계속 무너져도 넌 짠하게 나쁜 건 너가 다 해 내가 사랑했던 넌 친구가 아니여서 우리도 이렇게 끝이 나고 아무리 밝게 빛났던 밤이었다 해도 이제는 갈라서야지 여기에서 너 슬퍼져도 어쩌겠어 난 후회 없지 짧게 걍 추억에 둬 우릴 더 짠하게 나쁜 건 너가 다 해 잠시라도 널 원했던 내가 원래 이랬어 나 안 착해 사실이 뻔해질수록 너가 계속 무너져도 넌 짠하게 나쁜 건 너가 다 해 
"
380,  Where Do We Go from Here          , Big Baby Driver  ,록 메탈,"Where do we go from here Your clever body knows Your starry eyes surely show The right place for us to go Don’t you worry There’s no hurry We will get there someday What’s eating you my dear You can close your eyes To see the world That I will bring out in you So don’t you worry There’s no hurry Let me take you far far away The right time to know The right time to go The Right time to having some fun It’s time to be myself It’s time to be yourself The right time to fall in love Where do we go from here You can close your eyes To see the world That I will bring out in you The right time to know The right time to go The Right time to having some fun It’s time to be myself It’s time to be yourself The right time to fall in love Where do we go from here Your clever body knows Your starry eyes surely show The right place for us to go So don’t you worry There’s no hurry We will get there someday 
"
381,              , 채무자들  ,록 메탈,"앉거나 누워있곤 해 우린  옆에서 걷거나 뛰어가던데  그렇게 무겁냐지만 글쎄  앉거나 누워있지 않다면  너무 멀리 갈 것 같아서  찢긴 일력을 구겨 던질 때  방은 너무 습한데  바깥은 더 습하지 않을까  고지서 오아오 지하철 오아오  따뜻한 물 오아오 어제의 나에게  이불속 오아오 청바지 오아오  지금의 너에게 나는 내일  앉거나 누워있곤 해 그냥  옆에서 걷거나 뛰어가던데  정말로 무겁냐지만 글쎄  밤엔 일어나는 걸  너무 멀리 갈 것 같아서  찢긴 일력을 구겨 던질 때  방은 너무 습한데  바깥은 더 습하지 않을까  너무 멀리 갈 것 같아서  일력을 찢어 던질 때  고지서 오아오 지하철 오아오  따뜻한 물 오아오 어제의 나에게  이불속 오아오 청바지 오아오  지금의 너에게 나는 내일  오아오 오아오 오아오 오아오  오아오 오아오 오아오 오아오 오아오 오아오 오아오 오아오 오아오 오아오 오아오 오아오 
"
382,  H  내 손을 잡아           , 이상  ESang   ,록 메탈,"꿈이 있어 난 쉽지만은 않은 꿈 길이 보일 듯 보이지 않는 그곳에 저 바람을 타고 내 소리 들릴 때까지 날아 외치고 싶은 말 나와 함께 가줄래 너와 함께라면 그리 힘들 것 같지 않아 내 손을 잡아 내가 빛이 돼줄게 우린 살아있잖아 You will be all right 하늘 위로 올라가 내 소릴 전해줄 바람을 찾아서 함께라서 괜찮아 너에게 이 말 꼭 전하고 싶어 난 Will be all right You will be all right 길이 보이지 않아 두려울 땐 언제나 그랬듯 꼭 내 손을 잡아 이렇게 이렇게 꿈이 있어 난 쉽지만은 않은 꿈 길이 보일 듯 보이지 않는 그곳에 저 바람을 타고 내 소리 들릴 때까지 날아 외치고 싶은 말 나와 함께 가줄래 너와 함께라면 그리 힘들 것 같지 않아 내 손을 잡아 내가 빛이 돼줄게 우린 살아있잖아 You will be all right 하늘 위로 올라가 내 소릴 전해줄 바람을 찾아서 함께라서 괜찮아 너에게 이 말 꼭 전하고 싶어 난 Will be all right You will be all right 길이 보이지 않아 두려울 땐 언제나 그랬듯 꼭 내 손을 잡아 이렇게 이렇게 힘겨울 때 외로울 때 울고 싶을 때도 그땐 부디 내 손을 잡아 하늘 위로 올라가 내 소릴 전해줄 바람을 찾아서 함께라서 괜찮아 너에게 이 말 꼭 전하고 싶어 난 Will be all right You will be all right 길이 보이지 않아 두려울 땐 언제나 그랬듯 꼭 내 손을 잡아 이렇게 이렇게 
"
383,  배터리 케이지          , 구스다운  Goosedown   ,록 메탈,"좁은 천장에서 또 깨어 몸을 가누며 너를 기다린듯 해 비워지는 몸뚱아리는 작은 칼날에 살이 베이는듯 해 오늘도 정말 아무것도 남지 않구나 내가 원한 또 갈망한 모순된 자유는 철창 속에 갇힌 내 모습을 보니 아련한 또 비참한 모습을 하고 있구나 이제 제발 그만 겨우 살아가는 날 깨워 눈을 흐리며 너를 기다린듯 해 비워지는 몸뚱아리는 작은 칼날에 살이 베이는듯 해 오늘도 정말 아무것도 남지 않구나 내가 원한 또 갈망한 모순된 자유는 철창 속에 갇힌 내 모습을 보니 아련한 또 비참한 모습을 하고 있구나 이제 제발 그만 내가 바란 꿈이었던 것들인가 제발 내가 바란 꿈이었던 것들인가 
"
384,  Contra  feat  김원희           , Delphinium Young  델피늄 영   ,록 메탈,"I have enough Ihave  to escape from despair  Also need a big change in life  And now I  Shout out loudly  growl with glaring eyes  We cannot just stare  Blow them out  break it down if we become one  we can all be free  We just live the world  as it goes by  people should be treat  each other equally  It's not a sin to be different  We will be equal  We have try to protect justice  So far I can't see the proof  A hero can’t just stay  dust is only remained  someone has to come forward  We have to be someone  World will remember us  World will remember history  show me what you're made of  Shout out loudly  growl with glaring eyes  We cannot just stare  Blow them out  break it down if we become one  we can all be free  Why should people be  distinguished by color  Why do people have to be contra  by their looks  why should people be  distinguished by money  why do people have to be contra  by their blood  A hero can’t just stay  dust is only remained  someone has to come forward  We have to be someone  World will remember us  World will remember history  show me what you're made of  Shout out loudly  growl with glaring eyes  We cannot just stare  Blow them out  break it down if we become one  we can all be free  Woah woah  Woah woah  Woah woah  Woah woah  We can all be free  Shout out loudly  growl with glaring eyes  We cannot just stare  Blow them out  break it down if we become one  we can all be free we can all be free 
"
