,title,artist,genre,lyric,Unnamed: 0
780,  또          , 아주  ajoo   ,R amp B Soul,"다 잊고 지낸 시간이 무너지고 내 뜻대로 되는 거 하나 없어 내게 아닌 것에 눈이 멀어 못난 마음만 더 커지나봐 앞에 가는 너의 뒷모습은 이젠 멀어져 보이지도 않아 이미 삐뚤어져버린 시선이 지친 나를 달래고 있는지 망가지면 편할 줄 알았는데 그건 또 아닌 거 같아 다 알면서 난 모르고 지나가고 내 뜻대로 돌아갈 수도 없어 별것도 아닌 게 나를 닮아 하루도 놔주려 하지 않아 만남 뒤 따라오는 질투는 나도 모르게 흩어진 거 같아 이미 삐뚤어져버린 시선이 지친 나를 달래고 있는지 망가지면 편할 줄 알았는데 그건 또 아닌 거 같아 아침에 눈을 떠도 달라진 건 하나 없고 새로운 어떤 것도 눈에 보이지 않아 이미 삐뚤어져버린 시선이 지친 나를 달래고 있는지 망가지면 편할 줄 알았는데 그것 또 아닌 거 같아 
",
781,  사람은 결국 자기 생각만 해  Dawn   Feat  모란           , 빈채  ,R amp B Soul,"사람은 결국 자기 생각만 해 내 입장이 제일 중요해 그래 아닌 척해도 너도 그렇잖아 그건 엄마도 어쩔 수 없어 어떻게 맞추며 사는 걸까 어디로 가야 배울 수 있을까 혼자 부딪히며 깨우치기엔 삶은 너무 짧고 난 나약해 나의 과한 긍정과 이성은 어디서 왔을까 언제부터 이런 모습으로 살아왔는가 내가 틀린 건 없을까 틀린 걸 틀린 줄 모르고 사는 걸까 틀린 걸 알고도 맞다고 우겨온 건 아닐까 내게선 절대적인 공식이 거기선 아니더라도 그걸 인정하는 게 참 쉽지가 않지 별수 없지 나도 사람이라 나 자신이 가장 중요해 그래 혼자의 시간 후엔 아무 일 없단 듯이 앞으로 나아가겠지 난 그럴 수밖에 맞추고 살아야 하는 걸까 어디로 가야 쉴 수 있는 걸까 혼자 살아가며 이겨내기엔 삶은 너무 길고 난 버거워 나의 고된 사유와 시비는 어디서 왔을까 나로부터 시작된 것은 어디로 갔을까 내가 틀린 건 없을까 틀린 걸 틀린 줄 모르고 사는 걸까 틀리지 않아도 겁먹고 움츠러든 건 아닐까 맞다고 믿어왔던 모든 게 이제는 아니더라도 그걸 인정하는 게 참 쉽지가 않지 사람은 결국 자기 생각만 해 내 입장이 제일 중요해 그래 아닌 척해도 너도 그렇잖아 그건 엄마도 어쩔 수 없어 
",
782,  누구세요          , 윌콕스  ,R amp B Soul,"대체 어디가 가려운 건지 몰라 제대로 핑 찍던가 자막을 달아 입씨름하다 밤을 새 도깨비 같아 넌 필살기 가불기 빵야 빵야 등산하자 머리 꼭대기 위 올라 날 보면 피식 한 담에 안길 때마다 또 녹네 녹아 업진살이 된 것 마냥 넌 도청기 보청기를 full set 장착 누구세요 누구세요 넌 어디 사는 누구신데요 여보세요 여보세요 여보세요 꼭 잠긴 방에 들어와 내 곁을 맴돌다 잔뜩 어질러 놓고 가는 emoji 넌 내 삶에 들어와 왠종일 떠들다 웃음짓게 만들어 Hello stranger Still love you Love you Love you Love you Love you Love you 내 맘을 찾을 때 넌 지름길만 골라 넌 과속하지 사진기 찰칵 찰칵 찰칵 둔한 척하는 곰 She's born to be 여우 선톡 후에 run 절취선을 긋는 비결 Anyway Baby I want to know you Airdrop처럼 네 정보를 공유 받고 싶어 네 진짜 속 마음을 말야 어쩜 우린 꽤 비슷할지 알어 누가 누구세요 누구세요 넌 어디 사는 누구신데요 여보세요 여보세요 여보세요 꼭 잠긴 방에 들어와 내 곁을 맴돌다 잔뜩 어질러 놓고 가는 emoji 넌 내 삶에 들어와 왠종일 떠들다 웃음짓게 만들어 Hello stranger Still love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you Love you 누구세요 누구세요 넌 어디 사는 누구신데요 
",
783,  No More   Feat  OLNL  오르내림   B JYUN   박현진           ,  th  ,R amp B Soul,"잘 모르겠어 너와 나의 사이 내가 했던 말들은 다 미안해 어디쯤이야 너와 나의 사이 망설이지 좀 말고 빨리 말해 우린 가끔 서로를 멀리 밀어 별로 사랑 안 해서 난 너를 믿어 별로 슬픈 얘기도 아냐 이건 그러니 제발 내 앞에서 울지 좀 마 내 앞에서 그 짓거리 좀 그만해 제발 너의 누군가가 될 바에 혼자일래 난 좋은 이별을 바라다니 넌 너무 많은 걸 바래 정신 차리길 바라 제발 내 앞에서 그 짓거리 좀 그만해 제발 너의 누군가가 될 바에 혼자일래 난 좋은 이별을 바라다니 넌 너무 많은 걸 바래 정신 차리길 바라 제발 every breaks are got the reasons 우린 no more 니가 날 향해 웃어도 you know that no more 우린 시간이 필요해 잠시 지친 걸까 난 같은 소린 집어치울래 난 이 관계를 때려치울래 나 every breaks are got the reasons 우린 no more 니가 날 향해 웃어도 you know that no more Don't cry on my sight You better go just get out get out 니가 좋아하던 것들 머릿속 남아 다시 만나게 되면 never 예전에 했던 말들도 아팠던 행동들도 다시 반복되긴 싫어 다시 반복되긴 싫어 싸울 때도 멀리서 잃어 아무 말 없이 날 봐 위로 괜찮다는 거짓말 득 될 게 없어 하지 마 괜찮다는 거짓말 득 될 게 없어 하지 마 우리 과거를 되돌아봐야 해 girl 똑같은 실수하지 않게 girl 매일 매일 밤 late late night 또 네가 생각나 every breaks are got the reasons 우린 no more 니가 날 향해 웃어도 you know that no more 우린 시간이 필요해 잠시 지친 걸까 난 같은 소린 집어치울래 난 이 관계를 때려치울래 나 every breaks are got the reasons 우린 no more 니가 날 향해 웃어도 you know that no more Don't cry on my sight You better go just get out get out 
",
784,  WE CAN T STOP          , OVCOCO  오브코코   ,R amp B Soul,"너의 비밀를 말해줘  거울에 비치는 미소 baby  더 숨을 곳은 없어  미러볼 아래 갇힌 너와 난 oh  넌 내게 다가와 나의 밤을 밝혀줘  oh 내게 다가와 나의 밤을 밝혀줘  we can't stop 이대로  움직여 마음이 가는대로  tell me how you feel  we can't stop 이대로  움직여 마음이 가는대로  tell me how you feel now  Oh  I wanna show you everything  궁금해  when you come to see me  널 기다려  take your time 난 겁내지 않아  긴 밤을 너로 가득 채워 담아줘  넌 내게 다가와 나의 밤을 밝혀줘  oh 내게 다가와 나의 밤을 밝혀줘  we can't stop 이대로  움직여 마음이 가는대로  tell me how you feel  we can't stop 이대로  움직여 마음이 가는대로  tell me how you feel now  we can't stop 이대로 움직여 마음이 가는대로 tell me how you feel we can't stop 이대로 움직여 마음이 가는대로 tell me how you feel now we can't stop 이대로 we can't stop 이대로 
",
785,  손난로          , 은종  ,R amp B Soul,"요즘 너의 하루는 어때 음 왜인지 답이 쉽지가 않아 세상은 점점 더 식어가고 시선은 차가워져도 알잖아 시간의 빠름보다 시작이 빠르단 걸 네 맘에 불을 지펴도 돼 그대 매일 하루 얼마나 고단해도 내가 손 꼭 잡아줄게 따뜻하게 녹여줄게 아무것도 생각 말고 나에게 기대도 돼 내가 등 토닥여줄게 따뜻하게 녹여줄게 You're already a good warmer Let's keep up You'll be better and better Never give up 세상은 점점 더 멀어가고 시선은 커져만 가도 알잖아 거리의 가늠보다 걸음이 빠르단 걸 네 맘에 불을 지펴도 돼 그대 매일 하루 얼마나 고단해도 내가 손 꼭 잡아줄게 따뜻하게 녹여줄게 아무것도 생각 말고 나에게 기대도 돼 내가 등 토닥여줄게 따뜻하게 녹여줄게 You're already a good warmer Let's keep up You'll be better and better Never give up 그대 매일 하루 얼마나 고단해도 내가 손 꼭 잡아줄게 따뜻하게 녹여줄게 아무것도 생각 말고 나에게 기대도 돼 내가 등 토닥여줄게 따뜻하게 녹여줄게 
",
786,  BAM  Prod  웅킴           , 첼리  span    span 대니  span    span 승규  ,R amp B Soul,"Back in 18' Danny was dreaming at the studio all night singin' yea tatted won sign thinkin' I'd be makinin to the top but now 난 26 9 to 6 busy life 먼지 쌓인 마이크와 너와 이별 후회도 미련 가득한 매일 밤 후회 없었단 거짓말하지 않을게 sometimes you just gotta let go to be a better man so I had go 남겨뒀지 deep in 내 마음 안 but 잠에 들 땐 허전해 지친 하루 끝 비가 내리는 밤 자꾸 니가 보고 싶어 바보처럼 널 되감는 밤 You make me feel lovesick without you 티격대던 시간마저도 끝이 없던 말풍선도 너와 함께라 행복했던 그 밤 Blows me like a bomb Every night 그날의 우리 둘 Every night 생각나 그리워 Everytime when I see you in my dreams 그땐 우린 웃을까 똑같은 거릴 걸어도 그때와는 다른 기분 돌아갈 수 없는 너와 나의 love young love 너와 내가 서로 맘이 같았을 때 안될 걸 알면서도 계속 내가 잡았을 때도 놓지 못해서 난 널 놓을 수가 없어서 이젠 잡히지도 않는 너를 그려 지친 하루 끝 비가 내리는 밤 자꾸 니가 보고 싶어 바보처럼 널 되감는 밤 You make me feel lovesick without you 티격대던 시간마저도 끝이 없던 말풍선도 너와 함께라 행복했던 그 밤 Blows me like a bomb Every night 그날의 우리 둘 Every night 생각나 그리워 Everytime when I see you in my dreams 그땐 우린 웃을까 how can i be okay 매일 밤이 똑같아 i can't just let them go 쌓아왔던 모든 것 들 다 이별은 어려워 Not good at them goodbyes so Here i am back again back to you 또 밤이 지나 버렸지 그럴 때마다 보고 싶어 날 항상 웃게 해준 너 Deep in my every night 사실 나도 니가 생각나는 밤 자꾸 니가 보고 싶어 바보처럼 널 되감는 밤 You make me feel lovesick without you 티격대던 시간마저도 끝이 없던 말풍선도 너와 함께라 행복했던 그 밤 Blows me like a bomb Every night 그날의 우리 둘 Every night 생각나 그리워 Everytime I see you in my dreams 그땐 우린 웃을까 
",
787,  무자비          , Suyo  ,R amp B Soul,"오늘 날이 좋아서 I am back 밖에 나가 놀 사람 없나 check out 잔말말고 나와라 너 말야 자꾸만 내 심기를 건드려 나 오늘 예민해 도망가네 십리도 못가서 발뺌하네 첫 만남에 무례한 행동은 성가시게 해 날 너무 너무 망가져서 That’s a shame 지금 그런 태도론 나를 못 막지 유후 너 너 don’t tell me everything You got some 이상한 이 느낌 No No don’t tell me everything You need to pray 바른척 하는 babe 어디서든 먹히는 축에 속해 있다면 괴로워 I’m better then you you 지금 그런 태도론 나를 못 막지 조만간에 십리도 못가서 발병나네 지금 멀리 도망간 너까지 Baby 바래다줄게 maybe 너 말곤 다 내 favorite 드디어 I am back 밖에 나가 놀 사람 없나 check out 잔말말고 나와라 너 말야 너무 너무 망가져서 That’s a shame 너 너 don’t tell me everything You got some 이상한 이 느낌 No No don’t tell me everything You need to pray 바른척 하는 babe 어디서든 먹히는 축에 속해 있다면 괴로워 I’m better then you you I’m better then you You’re better than that tv show Don’t you know what I showed you 관찰해 That’s my attitude You should’ve seen what I showed you Stop chasing them There is a rainbow Keep it in mind And I always ran I easily won the race 
",
788,  그대는 외계인인게 분명해요          , 정단  ,R amp B Soul,"아무 말도 하지 말아요 그냥 바라만 볼래요 사실은 아무말도 모르겠어요 그냥 가까이 그대의 미소를 보고 싶어요 걱정이나 고민 같은 거 그런 거 하지 말아요 그런 쓸데 없는 것들은 모두 도맡아 내가 할래요 그대는 우주인인게 분명해요 어떻게 내 혼을 그렇게 빼놓나요 그대는 신인 게 분명해요 어떻게 내 마음을 그리도 잘 조종하냐구요 사진 같은 거 보정하지 마요 보정 안된 사진이 더 이쁨요 아무래도 팔근육을 키워야겠어요 그대를 더 꼭 껴안고 싶거든요 뭐 좀 기다리면 어때요 뭐 좀 찌질하면 어때요 자존심 그게 뭐죠 나는 바보가 돼서 그댈 기다리죠 뭐 걱정이나 고민 같은 거 그런 거 하지 말아요 그런 쓸 데 없는 것들은 모두 도맡아 내가 할래요 그대는 외계인인게 분명해요 어떻게 내 맘을 송두리째 빼앗나요 그대는 나만의 수퍼스타 무비스타 어떻게 내 사랑만 모두 가져가나요 사진 같은 거 보정하지 마요 보정 안된 사진이 더 이쁨요 아무래도 팔근육을 키워야겠어요 그대를 더 꼭 껴안고 싶거든요 그래요 사랑해요 그대를 사랑해요 사랑하면 안되나요 사랑하게 해줘요 그래요 사랑해요 그대를 사랑해요 사랑하면 안되나요 사랑하게 해줘요 
",
789,  STAR  Feat  이은송           , RUXF  ,R amp B Soul,"어느 쪽에서 날 보고 떠있니 내게 조금만 가까이 와줄래 아직 내 맘은 어둡기만 한데 여전히 아름답게 떠있구나 넌 흐려진 다짐 속에서 내가 했던 말들이 다 떠올라 누구보다도 저 별이 되고 싶어서 그렇게 빌었어 가만히 앉아서 말뿐이었지만 이젠 달라져 보려 해 계속 이럴 순 없어 별이 되고픈 나 아무도 없는 방 에서 혼자 생각 하다 다시 또 잠이 꿈에서도 난 비추고 싶어 다 내가 꿈꿨던 나 이제 더는 꿈이 아냐 더는 꿈이 아냐 내가 했던 말 언제까지고 말로만 할 수는 없어 나 나에게 주어진 길이 맞는 건가 해도 다시 붙잡고 한 번 더 떨어지는 별들 사이에 내 모습을 비출 순 없어 저기 높은 밤하늘 위에서 이제 내 자리를 지키는 거야 긴 밤이 지나 우린 조금 더 가까워진 거리 비추지 않던 네 모습이 선명히 빛나니까 더는 바라만 보지 않아 언제까지나 난 이러고 있을 수 없으니까 내가 비추는 거야 별이 되고픈 나 에서 혼자 생각을 하다 다시 또 잠이 꿈에서도 난 비추고 싶어 다 내가 꿈꿨던 나 이제 더는 꿈이 아냐 
",
790,  영어사랑노래  English Love Song           , 은석  ,R amp B Soul,"You tell me what do you want I tell you want to know you But aways don’t care about me I think you giril I need you more You make me feel so happy I think of you when I’m busy Oh baby please don’t hate me Maybe I just fallin love with you baby And I know way to go for you I know I got mind tell you now wait for me Can nobody nothing can replace you I don't wanna stop until I have you Oh no I can't breath no more oh no You are my destiny Anybody translate my mind Oh I know english is not so good I don't have to courage talk to you But I try hard oh girl wait for me Oh no And I know way to go for you I know I got mind tell you now wait for me Honestly I don't wanna let you go this time girl We ain’t got time don’t tell a lie It's like Tarantino Movie I’m waiting for you we gatta get up I just love you It can't be better I’m coming get your mind girl oh I’m waiting for you we gatta get up I just love you It can't be better I’m waiting for you we gatta get up I just love you baby I’m waiting for you we gatta get up I just love you It can't be better I’m coming get your mind girl oh 
",
791,  일상          , 이철승  ,R amp B Soul,"새벽 두시의 거린 차갑고 고요해 환했던 불빛들이 조금은 그리워 불꺼진 도시의 모습은 여전히 어색해 나홀로 거리를 거닐때면 왜인지 공허해 춤추던 불빛 살아 숨쉬던 밤 언젠가 다시 찾아올거라고 오색빛 삶이 반짝이던 그날 돌아오겠지 우리가 살던 일상이 어쩌면 너무 당연한 모두가 바라던 날이 그리운 모든 것들이 알람 소리에 깨어 하루를 시작해 가면을 쓰는일이 조금은 서글퍼 가려진 우리의 모습이 이제는 익숙해 세상에 미소가 사라진 요즘이 허전해 눈부신 미소 세상의 온기가 언젠가 다시 찾아올거라고 오색빛 삶이 반짝이던 그날 돌아오겠지 우리가 살던 일상이 어쩌면 너무 당연한 모두가 바라던 날이 그리운 모든 것들이 그리운 모든 것들이 
",
792,  여행          , 이수정  ,R amp B Soul,"저 푸른 하늘 봐 구름이 내게 놀러 가자 하고 있어 난 할 일이 많은데 내 옆에 햇살이 함께 하자 말을 해 일은 잠깐 두고 쉬어가도 될까 같이 떠나자 자유롭게 여행을 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 저 푸른 바다를 봐 저 바다로 나의 손을 잡고 달려가자 난 할 일이 많지만 내 앞에 파도가 손짓하고 있어 일은 잠깐 두고 쉬어가도 될까 함께 떠나자 자유롭게 여행을 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 나나나나 나나나 
",
793,  전구          , 이너프  ENOUF   ,R amp B Soul,"내 안을 다 채웠던 빛이 어느새 희미해져만 가고 빛을 잃고 헤매이다가 어둠에 집어 삼켜졌어 어디에 사니 또 취미는 어떠니 부질없으니까 다가오지 마 캄캄한 내 방에 너의 그 작은 빛은 금세 사라져 버리니까 있어 주면 돼 이 빛이 차가워질 때까지만 쓸모 없어진 저 전구처럼 네가 날 떠나갈 즘엔 나 또한 아픈 게 싫어서 밝은 곳으로 갈 테니까 새로운 사람 또 갈아 끼운 사랑 어차피 전부 의미 없잖아 너의 그 조각은 나의 그 빈 공간을 채울 수 없을 것 같아 있어 주면 돼 이 빛이 차가워질 때까지만 쓸모 없어진 저 전구처럼 네가 날 떠나갈 즘엔 나 또한 아픈 게 싫어서 밝은 곳으로 갈 테니까 나 사실 네가 보고 싶어 너 없는 하루는 앞이 보이지가 않는 걸 YEAH 우리의 결말은 행복이 아니라서 난 또다시 저 어둠 속으로 어둠 속으로 우리의 사랑은 이미 끝난 건 가봐 
",
794,  지금이야 나에게 얘기해 줘          , 송지원  ,R amp B Soul,"친구의 말에 나온 후회한다는 말에 난 어떻게 해야 할지 잘 모르겠어 그전의 나의 연앤 쉽지 않았으니까 근데 또 궁금해지는 이 맘은 뭘까 장난 반 진심 반 같은 너의 사소한 말들은 Umm Umm 닫힌 내 맘을 열고 이전과 다른 한 가지 날 위해 맞추려 애쓰는 그건 바로 니 마음 조금 서투르고 살짝 어설퍼도 그런 니가 난 또 싫지 않은걸 이제 얘기해 봐 나의 대한 맘을 지금이야 나에게 얘기해 줘 하나부터 열까지 다 알려줘야 하는 난 너의 그런 순수함이 너무 좋아 조금은 엉뚱하고 때로는 이상해도 그런 너의 귀여운 구석 너무 좋아 장난 반 진심 반 같은 너의 사소한 말들은 Umm Umm 닫힌 내 맘을 열고 이전과 다른 한 가지 날 위해 맞추려 애쓰는 그건 바로 니 마음 조금 서투르고 살짝 어설퍼도 그런 니가 난 또 싫지 않은걸 이제 얘기해 봐 나의 대한 맘을 지금이야 나에게 얘기해 줘 조금 서투르고 살짝 어설퍼도 그런 니가 난 또 싫지 않은걸 이제 얘기해 봐 나의 대한 맘을 지금이야 나에게 얘기해 줘 조금 서투르고 살짝 어설퍼도 그런 니가 난 또 싫지 않은걸 이제 얘기해 봐 나의 대한 맘을 지금이야 나에게 얘기해 줘 
",
795,  HERE          , SOON  ,R amp B Soul,"조그만 나무 아래 나 혼자인 것 같네 아무도 찾지 않는 이곳에 축축이 젖어가 어떡해야 너를 찾을 수 있어 홀로 이 공기를 버티기 무거워 멀리 외쳐도 내 목소리만 들려 Here I’m here 내 목소리 들리면 답해줄래 네가 거기 있어도 한 걸음 떼기 버거워 먼저 손 내밀어 줘 날 원하는 손을 어찌 뿌리치겠어 내가 먼저 다가가지 못하겠어 나 애써 괜찮은 척을 해도 내 속에서는 계속 맴도는 말이 Take their hands if you need a place 멀리 외쳐도 내 목소리만 들려 Here I’m here 내 목소리 들리면 답해줄래 네가 거기 있어도 한 걸음 떼기 버거워 먼저 손 내밀어 줘 내게 다가와 줘 내 손 잡아 줘 내 얘기를 들어 알아줘 내게 다가와 줘 내 손 잡아 줘 내 얘기를 들어 안아줘 
",
796,  Push Back          , 송연희  ,R amp B Soul,"We used to be brand new Sing along to the radio tunes seen burn our own CD We felt everything It was so powerful being young Where does that feeling go It was so powerful being new Now we′re stuck in the mud What comes after to the flood We won't cover it up We never said that We′d never push back We never said that We′d never push back We our own track And don't forget that We our own track And don't forget that We′re tryin′a make it better For the rest of us and We're tryin′a make it better But you're rest of us so We never said that We′d never push back We never said that We′d never push back Where has our passion gone You wanna know what I'm an expert on I am a craftsman And I′ve been playing the game all wrong They said it's all about showmanship So don't be an artist now All snobby and irrelevant Just listen to us talk shit so Now we′re stuck in the mud Whatever comes after to the flood They′ll just cover it up We never said that We′d never push back We never said that We′d never push back We our own track And don't forget that We our own track And don't forget that We′re tryin′a make it better For the rest of us and We're tryin′a make it better But you're rest of us so We never said that We′d never push back We never said that We′d never push back Turn another smile against me Tell another girl she's paranoid Talk about her when you′re angry Feed me all your scraps now Don't be shy Just spin another line around me Feed me all your scraps come on I wanna feel whole we never said that We never said that We′d never push back We never said that We′d never push back We our own track And don't forget that We our own track And don't forget that We′re tryin′a make it better For the rest of us and We're tryin′a make it better But you're rest of us so We never said that We′d never push back We never said that We′d never push back 
",
797,  너란 비          , 변수진  ,R amp B Soul,"차가운 너의 말이 파고들고 차오르던 눈물마저 메말라고 점점 더 난 무뎌져가 이제 너도 지워지겠지 비가 내리던 날 우리 다퉜던 생각이 나 기억 속의 순간이 오늘과 같았어 창문에 비친 내 모습이 초라해 원망스러웠어 니가 내게 했던 말에 그 자리에 앉아서 한참을 울었어 내 맘에 너란 비가 내려와 차가운 너의 말이 파고들고 차오르던 눈물마저 메말라고 점점 더 난 무뎌져가 이제 너도 지워지겠지 한참이 지났어 괜찮아지겠지 잊어보려 해봐도 자꾸 아른거려 선명해 마지막 뒷모습이 차가운 너의 말이 파고들고 차오르던 눈물마저 메말라고 점점 더 난 무뎌져가 이제 너도 지워지겠지 맘을 비워내도 왜 자꾸 차오르는 건지 이미 끝난 거라고 다 알고 있잖아 근데 왜 자꾸 보고 싶어 여전히 비가 오면 생각이 나 잊은 거란 내 마음을 믿고 싶었어 난 오늘도 제자리야 내일도 아파하겠지 비가 내리던 날 우리 추억이 생각이 나 돌아갈 수 없겠지 매일 그리워해 내 맘에 너란 비가 내려와 
",
798,  꽃잎          , 방지연  ,R amp B Soul,"바람타고 내려오는 봄 꽃잎이 살며시 다가와서 말을 걸어 물어보는 그의 말에 꽃잎들이 모이면 예쁜 꽃 한 송이가 만들어져요 그 꽃은 당신 눈웃음이 반짝이는 좋아해 그녀의 웃음소리 꽃처럼 바라볼래 당신만 꽃잎들이 떨어지는 날 참새가 살며시 다가와서 말을 걸어 물어보는 그의 말에 꽃잎들이 모이면 예쁜 꽃 한 송이가 만들어져요 그 꽃은 당신 눈웃음이 반짝이는 좋아해 그녀의 웃음소리 꽃처럼 바라볼래 당신만 아 그댄 날 생각하고 있을까 난 궁금해 꽃잎들이 모이면 예쁜 꽃 한 송이가 만들어져요 그 꽃은 당신 꽃잎들이 모이면 예쁜 꽃 한 송이가 
",
799,  가만히 보면          , C Milo  씨마일로   ,R amp B Soul,"가만히 보면 가만히 보면 가만히 보면 너의 눈 정말 날 닮고 있어 가만히 보면 네 입술 예쁜 말만 하고 있어 가만히 보면 그 손 따듯하게 날 잡아줘 가만히 둘 수 없어 내 품 가득 안고 싶어 하나 하나 이렇게 보면 볼수록 예뻐죽겠어 가만 가만히 보면 다시 설레어 처음으로 I take your back 눈 코 입 발끝까지 버릴게 하나도 없네 주머니 속에 가득히 넣을 수 있으면 좋을 텐데 1분 2분 시간이 아까워 하루 이틀 건너뛰면 힘들어 1년 2년 지나 그려 우리 미래 I think about you I think about you 가만히 두면 누가 볼까 신경 쓰여 가만히 둘 수 없어 네 옆에만 있고 싶어 하나하나 이렇게 보면 볼수록 예뻐죽겠어 가만 가만히 보면 다시 설레어 처음으로 I take your back 눈 코 입 발끝까지 버릴게 하나도 없네 주머니 속에 가득히 넣을 수 있으면 좋을 텐데 좋을 텐데 좋을 텐데 우리 지금 같이 못 할까 걱정돼 함께 하는 순간이 추억이 될까 봐 겁이 나 하나 하나 이렇게 보면 볼수록 예뻐죽겠어 가만 가만히 보면 가만 가만히 우리 좀더 가까이 서로를 느껴 We take it slow 눈 코 입 발끝까지 버릴게 하나도 없네 주머니 속에 가득히 넣을 수 있으면 좋을 텐데 
",
800,              , 치사랑화  ,R amp B Soul,"한번쯤은 생각하지 않을까 만약에 정말 만약에 말야 나와 같이 울어주는 사람이 지금도 있을지 모르겠단 생각에 또 한번 무너져 또 난 다시 한번 무너져 난 내가 너무 싫어 나를 좀 안아달라고 하고싶지만 다시  나를 떠나갈까봐 이젠 겁나 이젠 겁나 혼자서 채워가는 하룰 보내고 텅빈 방안에 우두커니 오늘도 하루를 버텼다는 생각에 한없이 밑으로 추락해 또 난 다시 한번 무너져 또 난 이렇게 무너져가 내가 너무 미워 나를 좀 안아달라고 하고싶지만 다시 나를 떠나갈까봐 이젠 겁나 그렇게 난 오늘도 한번도 쬐지 않은 햇빛에 내 눈은 멀어 나를 외면해버렸네 우 이젠 버틸 힘이 없어 또 한번 무너져 또 난 그렇게 살아져가 그래도 내일은 괜찮지 않을까 그래도 한번쯤은 괜찮지 않을까 
",
801,  어디로 날 데리고 가야 할지 모르겠어  Feat OnsaemirO           , 백이라  ,R amp B Soul,"잠시 쉬어가도 돼 가끔 따뜻한 말로 위로받으면 메마른 내 맘을 잠시 안아 주겠지만 다른 생각이 많아 수많은 계절이 지나가면 그리움이 잊혀서 잠들겠지만 사라지지가 않아 다시 기억나겠지만 멈췄음 해 시간이 어디로 날 데리고 가야 할지 모르겠어 날 잠시 혼자 있게 해줘 더 멀어지진 마 그 여느 때처럼 나를 계속 안아줘 날 안아준 사람은 그 어디서나 잠시뿐이야 소복이 쌓인 눈처럼 한순간 내가 던진 짧은 말을 잊어버리고 지낼 뿐이야 그게 익숙해져서 지금 눈을 감을 뿐이야 수많은 계절이 지나가면 그리움이 잊혀서 잠들겠지만 사라지지가 않아 다시 기억나겠지만 멈췄음 해 시간이 어디로 날 데리고 가야 할지 모르겠어 날 잠시 혼자 있게 해줘 더 멀어지진 마 그 여느 때처럼 나를 계속 안아줘 잠시 날 안아줘 오늘도 수고했다고 홀로 있는 이 시간이 날 괴롭히고 있잖아 가만히 벤치에 누워 매일 듣던 노래를 틀고 나와 빗대고 있어도 매일 같은 생각에 잠겨 어디로 날 데리고 가야 할지 모르겠어 날 잠시 혼자 있게 해줘 더 멀어지진 마 그 여느 때처럼 나를 계속 안아줘 
",
802,  When Morning Comes          , hell   ,R amp B Soul,"Runs in your blood It's in your mind Yeah Tucked in your skin It's where you'll find My mind The little girl that reaches your heart You'll feel it when morning comes The little light that mends your bones You'll feel it when the morning comes Whoa When it's stripped away Whoa There's no way to run No way to run You'll see it When the morning comes When the morning comes You'll see it When the morning comes When the morning comes You'll see it When the morning comes When the morning comes Comes comes Yeah slow every beat Holds every part Ah yeah Yeah it's meant to be Right from the start The start The little girl that reaches your heart You'll feel it when morning comes The little light that mends your bones You'll feel it when the morning comes Whoa When it's stripped away Whoa There's no way to run No way to run You'll see it When the morning comes When the morning comes You'll see it When the morning comes When the morning comes You'll see it When the morning comes When the morning comes Comes comes 
",
803,  Blue Light          , Gnoyead  ,R amp B Soul,"가로등 길을 지나갈 때 어두운 밤 하늘 따라 걷네 수많은 별이 놓인 그 자리에 파란 불빛이 환하게 비추네 그래 내 기억속의 넌 미지의 행성 저 높은 곳에서 내게로 떨어져 나의 마음속엔 또 상처가 생겨 이렇게 I don't wanna think about you anymore I don't wanna blue in tonight I don't wanna blue in tonight 오늘은 너를 떠올리기 싫은 밤 you know I don't need your blue light 어쩌라는 말일까 난 너의 등 뒤로 어쩌다가 칼을 꽂아 unintentional 고의는 아니지만 무슨 소용이겠어 방법은 없는 건데 매일 try to get better 하나도 넌 안변했지 내게 상처를 주면서 돌 던졌지 뭐 이런식 못돼보란 식 또 하나마나 의미없다 생각하란 식 넌 나 아니잖아 지금 밝은 달이 막 떠 올라 왔어도 난 날 생각 하는 거야 막상 이래도 아침이 쉬는거 없이 오는 거나 온다던 시간이 가도 보이지 않는 너나 모두 같아 그래서 신경쓰지 않으려고 마음 졸며 기다리던 나도 이젠 다 잊어 너가 나를 마주해도 빛이란거는 원래 없던듯이 I don't wanna blue in tonight I don't wanna blue in tonight 오늘은 너를 떠올리기 싫은 밤 you know I don't need your blue light All night long yeah 내 상처들이 아물기를 원해 All night long yeah 날 상처줬던 네 가 없길 바래 All night long yeah 이밤이 빨리 지나가길 원해 네가 영원히 다 잊혀질수 있게 I don't wanna blue in tonight I don't wanna blue in tonight 오늘은 너를 떠올리기 싫은 밤 you know I don't need your blue light 
",
