,title,reviews,scores,genres
11,브레인 퍼즐: 디스플레이스 마스터,야하니까 하지마세요!,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 3.8개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 80.9999942779541%""></div></div><div class=""L0jl5e bUWb7c""></div></div></div>",퍼즐
12,브레인 퍼즐: 디스플레이스 마스터,게변태,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 3.8개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 80.9999942779541%""></div></div><div class=""L0jl5e bUWb7c""></div></div></div>",퍼즐
13,브레인 퍼즐: 디스플레이스 마스터,야함~♡,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 3.8개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 80.9999942779541%""></div></div><div class=""L0jl5e bUWb7c""></div></div></div>",퍼즐
14,Water Sort Puzzle - Color Sort,거 광고 너무한거아니요!,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
15,Water Sort Puzzle - Color Sort,아무생각하기 싫을때 심심할때 집중하게되는 효과,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
16,Water Sort Puzzle - Color Sort,두뇌를 발달시키고재미도있다,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
17,Water Sort Puzzle - Color Sort,뇌활동에 좋을것같아요,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
18,Water Sort Puzzle - Color Sort,아주좋아요,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
19,Water Sort Puzzle - Color Sort,잼있어요,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
20,Water Sort Puzzle - Color Sort,즐거운탁월한겜,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
21,Water Sort Puzzle - Color Sort,그럴만하네요,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
22,Water Sort Puzzle - Color Sort,재밌어용,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
23,Water Sort Puzzle - Color Sort,좋아요,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
24,Water Sort Puzzle - Color Sort,잼미있네여,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.7개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 74.25742149353027%""></div></div></div></div>",퍼즐
25,Family Town: Match-3 Makeover,재미있고 좀더 해볼게요,"<div class=""pf5lIe""><div aria-label=""별표 5개 만점에 4.8개를 받았습니다."" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c cm4lTe""><div class=""vQHuPe bUWb7c D3FNOd"" style=""width: 82.35292434692383%""></div></div></div></div>",퍼즐
